#Date		All	Fix	All-minus-Fix
2019-01-21	6144	2317	3827	7ee1d97efca14433d1d9f95f0fd4c2ed9033c79f
2019-01-25	6152	2319	3833	5525f52bdf230e86270fe65d9236082bf73d8998
2019-01-26	6160	2321	3839	f74e2e04684519a70577d3043764cbc3213c4d13
2019-01-29	6174	2325	3849	4f17a03417198ad576f91a5c19872a2e50af21d5
2019-02-08	6194	2332	3862	1647d8a82ff89c80a2132c35fcfccec40e9ccd4c
2019-02-15	6204	2336	3868	3c4198a7a44dfc2a6551e52e01e5970384f26565
2019-02-19	6215	2339	3876	782168c58bd2a887545df151f351c452ba1976fe
2019-02-24	6227	2341	3886	94ec7859f89b848eb83890dfb14de23e5e6f3e7c
2019-03-02	6239	2345	3894	347762f080824312819ce60b97cd83526da8fb48
2019-03-04	6239	2345	3894	3fdce8d5d003d64d34490e227ac14bacf51357df
2019-03-10	6253	2349	3904	d27aabc52fa1266385d87264cf6a1030c0c6524d
2019-03-14	6261	2355	3906	ae938e539a60650aa48ab22b8af4f88f906253d3
2019-03-27	6278	2364	3914	262c5eac33c27149eb5caa17889f55def61b1fed
2019-04-05	6294	2368	3926	2f34944c8c9467bd07465c85004c1fa8975e6bcd
2019-04-09	6299	2368	3931	2730c7953ed3e41dc6fedab2044abe98f5186ec3
2019-04-17	6316	2374	3942	4ba9e3f8ca12c3b9e201f12e7f8855f1f4c7fc06
2019-04-24	6329	2379	3950	b1876d6e340591d8bc141340255a035983dde7c7
2019-05-02	6345	2382	3963	54a06ec76e9c7d556407e5c1cf442d8d6a6ddfc9
2019-05-08	6345	2382	3963	353c869d0c1d6bc535b7da97cb3ba28988d5b162
2019-05-08	6345	2382	3963	5d15bfde064c59105bff62cad30b8cd38e42c20b
2019-05-09	6353	2382	3971	f951b1bde8b0be0e7c551f8ddd55ac4ca4f41bde
2019-05-13	6363	2387	3976	dd725eafaf150ded06905de630ce778e010259ab
2019-05-20	6374	2392	3982	42d569a784dc8ef827df839b9be35e906a2833f3
2019-05-22	6382	2396	3986	faf2ffcb7deb0482ea4f73b57c6223284cdc7158
2019-05-30	6394	2402	3992	f7dd6befdd4ac71705d80ddae9845e1a326f42c4
2019-06-06	6401	2404	3997	f8fc44c961cd7caa2f336fb6e4597c0d7bac8f98
2019-06-17	6415	2410	4005	c8ac8d9752812d05328f4fd07719921eca9a2ecd
2019-06-22	6423	2413	4010	97fb060b27f39438a54434b2d091a85a290e9e9f
2019-06-27	6431	2417	4014	cc3f6ff941bf91633e975cc2687594094dd843b7
2019-07-10	6431	2417	4014	25062ee962ce7b236f68c238d6f345b1a2bea632
2019-07-13	6436	2420	4016	c84afc782b0877e373a583b3eb605c698bb06322
2019-07-19	6447	2425	4022	3228be97a5fd60ae38fbe92a1cac1239bf8deaee
2019-07-22	6456	2430	4026	dbc9a00e9c5a1ee8605cf2eaa72ebc28cdde72b2
2019-08-06	6477	2435	4042	14fc35885e04c6ffe16889805230939ad5124c78
2019-08-19	6491	2442	4049	515af3c32c72d6fbddab480e74892f70ec50db9a
2019-08-26	6502	2446	4056	3b9bba198a024e4d7ac7739cb7c78edb498a7335
2019-09-01	6512	2449	4063	b293aee30a72de03856725edbd279120b02dc2f1
2019-09-13	6512	2449	4063	9e9026292578096e2a670cb8929d6edf9f2c5ce0
2019-09-17	6512	2449	4063	ee5b2518558d5a954e7e22b63e26b44fe7ab3014
2019-09-28	6525	2451	4074	1f464bc6c54605b61f886ca264f885eee552f60c
2019-10-05	6540	2455	4085	d2362cc2ae3d76c5443fc94ee51da77a67e5f3b5
2019-10-19	6552	2461	4091	abe18ae2dde7f3b2b3ce86e4f0ff35c1270b75fb
2019-11-01	6566	2467	4099	11210e1255b1921947f1c293d8ff728b3440be3e
2019-11-09	6579	2473	4106	3a6eab0eeec991ccf6b998112e381a0e65077774
2019-11-16	6590	2476	4114	46fb7052601db74a5452fa8ed0e8d74ef7eda9ea
2019-11-22	6598	2481	4117	031d04beb39de37822fbe6a043a415c7010ed551
2019-11-26	6598	2481	4117	f357ed0a7f8a0579e6f1ad03b2a295b9df060f0c
2019-11-27	6605	2484	4121	22844adb4c878ae061bac230b4133807bd943f5e
2019-12-02	6611	2487	4124	be38edc4c79be83aeae64fc89bce1b6503babd80
2019-12-08	6619	2489	4130	db4479ee54c5a189afa32e3d26ffb9f8a6dc52ad
2019-12-22	6640	2500	4140	034e711a3b981277c7b85362051dd95157d8726f
2019-12-31	6648	2505	4143	1259a7ec306c999470d41a223b8b317a82ccc5bb
